,Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4982,France,Male,YES,YES,156346.84,NO
4983,France,Male,YES,NO,157711.18,NO
4984,France,Female,YES,YES,89087.4,NO
4985,Germany,Male,YES,YES,8742.36,NO
4986,Spain,Female,YES,NO,117038.96,NO
4987,France,Female,YES,NO,164241.67,NO
4988,France,Male,NO,YES,137720.56,YES
4989,France,Male,YES,NO,106.67,NO
4990,Spain,Female,NO,YES,1539.21,NO
4991,France,Female,YES,YES,59659.53,NO
4992,France,Female,YES,NO,173586.63,YES
4993,France,Female,YES,NO,126033.9,NO
4994,Germany,Female,YES,YES,62808.93,YES
4995,France,Female,NO,YES,147007.33,NO
4996,Germany,Male,YES,NO,196261.64,NO
4997,Spain,Male,YES,NO,44560.17,YES
4998,Spain,Female,YES,YES,18917.95,NO
4999,Spain,Female,YES,YES,4525.4,NO
5000,Germany,Female,NO,YES,93112.2,NO
5001,Spain,Male,YES,YES,9658.41,NO
5002,France,Male,YES,YES,182627.25,YES
5003,France,Male,YES,YES,13177.4,NO
5004,Germany,Female,YES,NO,43568.31,YES
5005,France,Male,NO,YES,117830.57,NO
5006,Germany,Female,YES,YES,117396.25,NO
5007,Spain,Female,NO,YES,96929.24,YES
5008,France,Male,YES,NO,36275.94,NO
5009,Spain,Male,YES,NO,116706.0,NO
5010,Germany,Male,YES,YES,168080.53,YES
5011,Spain,Male,YES,NO,25887.89,YES
5012,France,Male,YES,YES,122488.59,NO
5013,France,Female,YES,NO,113171.61,YES
5014,Spain,Female,NO,NO,100365.51,NO
5015,France,Male,NO,YES,124151.37,NO
5016,France,Female,YES,NO,112664.24,NO
5017,Germany,Male,YES,YES,183494.87,NO
5018,France,Female,YES,NO,198810.65,YES
5019,Germany,Female,NO,YES,131259.6,YES
5020,Germany,Female,NO,YES,116471.14,YES
5021,France,Female,YES,YES,15336.4,NO
5022,France,Male,YES,NO,99593.28,NO
5023,France,Male,YES,NO,170514.21,NO
5024,Germany,Female,YES,YES,34265.08,YES
5025,France,Male,NO,NO,106977.53,YES
5026,France,Male,NO,NO,164287.86,NO
5027,Germany,Male,YES,YES,25292.53,NO
5028,France,Female,YES,NO,51820.87,YES
5029,France,Male,YES,YES,81452.29,NO
5030,Germany,Male,YES,NO,1354.25,NO
5031,Germany,Female,YES,YES,71379.92,YES
5032,Germany,Female,YES,NO,154137.33,NO
5033,France,Female,YES,YES,64308.49,YES
5034,Germany,Female,YES,YES,31613.35,NO
5035,Spain,Male,YES,NO,27738.01,NO
5036,Germany,Male,NO,YES,163570.25,NO
5037,Spain,Male,YES,YES,193878.51,NO
5038,France,Female,NO,YES,147545.65,NO
5039,France,Female,YES,NO,195906.59,NO
5040,Spain,Male,NO,YES,178458.86,NO
5041,Spain,Male,YES,NO,156125.72,NO
5042,France,Female,YES,YES,11159.19,NO
5043,Spain,Female,NO,NO,45738.94,NO
5044,France,Male,NO,NO,140650.19,NO
5045,France,Female,YES,NO,4733.94,NO
5046,Spain,Male,NO,NO,10579.72,NO
5047,Spain,Male,YES,YES,179655.87,NO
5048,France,Male,YES,YES,77502.56,NO
5049,Spain,Male,NO,NO,145759.93,NO
5050,France,Male,YES,YES,56246.72,NO
5051,Spain,Male,YES,NO,151335.24,NO
5052,France,Male,NO,YES,179833.45,NO
5053,Germany,Female,NO,NO,191627.85,NO
5054,Spain,Male,NO,NO,173016.46,NO
5055,Spain,Male,YES,YES,58469.75,NO
5056,Germany,Male,NO,YES,28038.28,NO
5057,Germany,Female,YES,NO,159576.75,YES
5058,France,Male,NO,YES,151280.96,NO
5059,France,Male,YES,NO,139953.94,NO
5060,France,Female,YES,NO,105407.79,NO
5061,France,Female,YES,NO,56865.62,NO
5062,Germany,Male,YES,YES,198072.16,NO
5063,Spain,Female,NO,NO,137791.18,NO
5064,France,Female,YES,NO,103787.28,NO
5065,France,Female,YES,NO,30912.89,NO
5066,France,Female,YES,YES,78651.55,NO
5067,Germany,Female,YES,YES,123309.57,YES
5068,Spain,Female,YES,YES,174118.93,NO
5069,Spain,Female,NO,YES,85736.26,NO
5070,France,Female,NO,NO,121138.77,NO
5071,France,Male,YES,NO,84199.78,NO
5072,France,Male,NO,YES,181224.56,NO
5073,Germany,Male,NO,NO,141230.07,NO
5074,France,Male,NO,NO,158111.71,NO
5075,Spain,Male,YES,YES,130639.01,NO
5076,France,Female,YES,NO,17040.82,NO
5077,France,Male,YES,NO,25662.27,NO
5078,Spain,Male,YES,YES,193360.69,NO
5079,France,Male,YES,YES,121485.1,NO
5080,France,Male,YES,YES,162452.65,NO
5081,France,Female,YES,YES,141137.53,NO
5082,Spain,Female,NO,NO,185541.2,YES
5083,Spain,Female,YES,NO,118383.18,NO
5084,France,Male,YES,YES,8214.41,NO
5085,Germany,Male,YES,NO,46521.45,YES
5086,Spain,Male,NO,NO,10772.13,NO
5087,Spain,Male,YES,NO,199290.68,YES
5088,France,Male,YES,NO,85983.54,YES
5089,Germany,Male,NO,NO,129870.93,NO
5090,France,Female,NO,NO,63158.22,NO
5091,Germany,Male,YES,NO,171070.52,NO
5092,France,Female,YES,NO,53222.15,YES
5093,Germany,Female,YES,YES,179834.45,YES
5094,France,Male,YES,NO,114514.64,NO
5095,Spain,Female,NO,YES,139162.15,NO
5096,France,Female,NO,NO,50249.16,NO
5097,Spain,Male,YES,YES,113469.65,NO
5098,Germany,Male,YES,NO,147484.13,NO
5099,Germany,Female,NO,NO,191448.96,YES
5100,Spain,Female,YES,NO,119381.41,NO
5101,Spain,Female,YES,YES,33277.31,NO
5102,Spain,Male,NO,NO,73107.53,NO
5103,Germany,Female,YES,YES,96590.39,YES
5104,Spain,Male,NO,YES,6923.11,NO
5105,Germany,Male,YES,NO,176403.33,YES
5106,France,Female,YES,NO,64349.6,NO
5107,Spain,Female,YES,NO,116097.26,NO
5108,Spain,Male,YES,YES,29861.13,NO
5109,Spain,Female,YES,NO,48426.98,NO
5110,France,Female,YES,YES,32770.56,NO
5111,France,Male,NO,YES,117060.2,NO
5112,Spain,Female,YES,YES,136197.65,NO
5113,France,Female,YES,NO,27438.83,NO
5114,France,Male,NO,NO,192156.54,YES
5115,Germany,Female,YES,NO,69409.37,YES
5116,Germany,Male,YES,NO,58440.43,NO
5117,France,Male,NO,NO,192519.39,NO
5118,France,Male,YES,YES,144874.67,NO
5119,France,Male,YES,YES,175373.46,NO
5120,France,Male,YES,NO,440.2,NO
5121,Spain,Female,NO,NO,76637.38,NO
5122,France,Male,YES,NO,49480.66,NO
5123,Spain,Male,NO,YES,10417.87,NO
5124,Spain,Female,YES,YES,67976.57,NO
5125,Spain,Male,NO,YES,140929.98,YES
5126,Spain,Female,NO,YES,47139.06,NO
5127,Spain,Female,NO,YES,126241.4,YES
5128,France,Female,NO,YES,22614.19,NO
5129,Germany,Female,YES,NO,48498.19,NO
5130,Germany,Male,NO,YES,103511.26,NO
5131,France,Male,YES,NO,122073.48,NO
5132,France,Female,YES,NO,65535.56,NO
5133,Spain,Male,NO,YES,160060.9,NO
5134,France,Female,YES,NO,155879.57,YES
5135,France,Male,NO,YES,194416.58,NO
5136,Germany,Female,YES,YES,21630.21,NO
5137,France,Female,YES,NO,157143.61,YES
5138,France,Male,NO,YES,52796.31,NO
5139,Spain,Male,YES,NO,121798.52,YES
5140,France,Female,NO,NO,41104.82,NO
5141,Spain,Male,YES,NO,10604.48,NO
5142,Spain,Female,NO,NO,78563.66,NO
5143,Spain,Male,YES,YES,170821.43,YES
5144,France,Female,YES,YES,113266.09,NO
5145,Germany,Male,YES,YES,171768.76,NO
5146,Germany,Male,NO,NO,54416.18,NO
5147,France,Female,YES,NO,130755.34,NO
5148,Spain,Male,YES,YES,141180.66,NO
5149,France,Female,NO,YES,183421.76,NO
5150,France,Female,YES,YES,132770.11,NO
5151,France,Female,YES,YES,24400.37,NO
5152,Spain,Male,YES,YES,180318.6,NO
5153,France,Female,YES,NO,111565.45,NO
5154,Germany,Female,NO,NO,2002.5,NO
5155,France,Female,NO,NO,82565.01,NO
5156,Spain,Male,NO,YES,121789.3,NO
5157,Spain,Female,YES,NO,193785.87,NO
5158,France,Male,YES,NO,64593.07,NO
5159,Spain,Female,YES,YES,196993.69,NO
5160,France,Male,YES,YES,175518.31,NO
5161,Spain,Male,NO,NO,17268.02,NO
5162,France,Male,YES,NO,60901.72,NO
5163,France,Female,YES,YES,100750.03,NO
5164,France,Male,YES,YES,195224.91,NO
5165,France,Male,NO,NO,3510.18,NO
5166,Spain,Female,YES,YES,81250.79,NO
5167,France,Male,YES,YES,91844.14,YES
5168,Spain,Male,YES,YES,80676.83,NO
5169,Germany,Male,YES,NO,129912.74,NO
5170,France,Female,YES,YES,142029.17,NO
5171,France,Male,YES,YES,137651.6,NO
5172,France,Male,YES,NO,33877.29,NO
5173,Spain,Male,YES,NO,78744.39,NO
5174,France,Male,YES,NO,96734.46,NO
5175,Spain,Female,YES,NO,164756.81,NO
5176,France,Female,YES,YES,164394.65,NO
5177,Spain,Female,NO,YES,162501.83,YES
5178,Germany,Male,NO,NO,10541.38,NO
5179,Germany,Male,YES,YES,59325.21,NO
5180,Spain,Male,NO,YES,178187.28,NO
5181,Spain,Female,YES,NO,142626.49,NO
5182,France,Female,YES,YES,181893.31,YES
5183,France,Male,NO,YES,156858.2,NO
5184,France,Female,YES,NO,33074.51,NO
5185,Germany,Female,YES,NO,50072.94,YES
5186,France,Male,YES,NO,111340.36,NO
5187,France,Female,NO,YES,100496.84,YES
5188,Spain,Male,YES,NO,101371.05,NO
5189,Spain,Male,NO,NO,180934.67,NO
5190,Spain,Male,YES,NO,105152.17,NO
5191,France,Female,YES,YES,706.5,NO
5192,France,Female,YES,YES,101168.9,NO
5193,Spain,Female,YES,YES,6795.61,NO
5194,France,Male,NO,NO,196111.35,NO
5195,Spain,Male,YES,YES,171960.76,NO
5196,France,Female,YES,YES,177497.4,NO
5197,France,Female,NO,YES,147995.96,NO
5198,France,Male,NO,NO,36209.1,NO
5199,Spain,Female,YES,NO,143614.01,NO
5200,Germany,Male,YES,NO,14828.54,NO
5201,France,Male,YES,NO,154775.7,NO
5202,Germany,Female,YES,NO,70529.0,YES
5203,Germany,Male,YES,YES,57896.27,NO
5204,France,Female,YES,YES,69759.91,NO
5205,France,Male,YES,NO,89938.08,NO
5206,France,Male,YES,NO,89578.32,NO
5207,Germany,Female,YES,YES,73464.88,NO
5208,Spain,Female,YES,YES,138542.87,NO
5209,Spain,Female,YES,YES,161888.63,NO
5210,France,Male,NO,NO,86937.2,NO
5211,Germany,Male,YES,YES,42241.54,NO
5212,Germany,Male,NO,YES,121207.66,YES
5213,Germany,Male,YES,YES,102930.46,NO
5214,Germany,Female,YES,YES,65121.63,YES
5215,France,Male,NO,YES,78498.04,YES
5216,Spain,Male,YES,YES,104769.96,NO
5217,France,Male,YES,YES,96498.14,NO
5218,France,Male,YES,NO,38691.34,NO
5219,France,Female,YES,NO,164804.02,NO
5220,Germany,Male,YES,NO,104152.65,YES
5221,Spain,Female,YES,NO,88866.92,NO
5222,France,Female,YES,NO,129890.94,NO
5223,Spain,Female,NO,YES,179258.67,NO
5224,Spain,Male,YES,NO,72051.44,NO
5225,France,Male,YES,YES,74580.8,NO
5226,Spain,Male,YES,YES,123995.15,NO
5227,France,Male,YES,NO,38960.59,NO
5228,France,Male,NO,YES,94951.27,NO
5229,France,Male,YES,YES,56642.97,NO
5230,Germany,Male,YES,YES,50783.1,NO
5231,France,Male,YES,NO,9149.96,YES
5232,France,Female,YES,NO,21006.1,YES
5233,Germany,Female,YES,YES,33759.41,YES
5234,France,Female,YES,NO,196622.28,YES
5235,France,Female,YES,YES,176353.87,YES
5236,France,Male,YES,NO,176943.59,NO
5237,Spain,Male,YES,YES,177966.24,NO
5238,France,Male,YES,NO,162198.32,NO
5239,Germany,Male,NO,NO,197643.24,NO
5240,France,Female,YES,NO,60420.07,NO
5241,France,Male,NO,NO,70550.0,NO
5242,Germany,Female,YES,YES,198798.44,YES
5243,Germany,Female,YES,NO,126310.39,YES
5244,Spain,Male,YES,YES,64515.5,NO
5245,France,Male,YES,YES,158580.05,NO
5246,France,Female,YES,YES,129353.21,NO
5247,France,Male,YES,YES,137273.97,NO
5248,France,Male,YES,YES,171575.54,NO
5249,France,Male,NO,YES,96528.0,YES
5250,Germany,Female,NO,YES,64421.02,NO
5251,France,Male,YES,YES,158444.61,NO
5252,France,Female,YES,YES,66548.58,NO
5253,Spain,Female,NO,NO,108008.05,NO
5254,Spain,Male,YES,NO,128268.39,NO
5255,France,Female,YES,NO,37464.0,YES
5256,Spain,Female,NO,NO,157381.14,YES
5257,Germany,Female,YES,YES,194257.11,NO
5258,France,Male,YES,YES,139059.05,NO
5259,France,Male,NO,YES,40893.61,NO
5260,Germany,Female,YES,YES,40261.49,NO
5261,France,Female,YES,NO,46203.31,NO
5262,France,Male,YES,YES,13126.9,NO
5263,Germany,Male,YES,NO,165675.01,NO
5264,Spain,Female,NO,NO,5459.07,YES
5265,France,Female,YES,NO,131919.48,NO
5266,France,Male,YES,YES,182372.35,NO
5267,France,Male,YES,NO,147600.54,NO
5268,France,Male,NO,NO,92865.41,NO
5269,Germany,Male,YES,NO,67142.97,YES
5270,Germany,Male,YES,YES,65611.01,NO
5271,Germany,Male,YES,NO,138564.48,YES
5272,France,Male,YES,NO,187391.02,YES
5273,France,Male,YES,NO,33656.35,NO
5274,France,Male,YES,NO,100618.17,NO
5275,France,Female,NO,YES,198134.9,NO
5276,France,Male,YES,YES,50368.87,NO
5277,Spain,Female,YES,YES,108787.0,NO
5278,Germany,Male,YES,NO,33099.41,YES
5279,Spain,Female,YES,YES,124550.88,NO
5280,Germany,Female,YES,NO,5159.21,YES
5281,Spain,Male,NO,NO,48228.1,NO
5282,France,Male,YES,NO,108798.36,NO
5283,Germany,Female,NO,YES,21085.12,NO
5284,Germany,Male,YES,YES,28922.25,NO
5285,Spain,Female,YES,YES,62514.65,YES
5286,Spain,Female,NO,NO,177506.66,NO
5287,Spain,Female,YES,NO,90605.05,NO
5288,France,Male,YES,YES,132029.95,NO
5289,Spain,Male,YES,YES,176903.35,NO
5290,Germany,Female,YES,NO,29239.29,YES
5291,France,Female,NO,YES,153662.88,NO
5292,France,Female,YES,NO,154389.18,NO
5293,Spain,Female,YES,YES,166224.39,NO
5294,Germany,Male,YES,YES,21646.2,NO
5295,Germany,Female,YES,NO,171037.63,NO
5296,Spain,Female,YES,YES,112649.22,YES
5297,Germany,Male,YES,YES,193014.26,YES
5298,France,Male,YES,NO,118120.88,NO
5299,France,Female,YES,YES,25650.04,NO
5300,France,Female,YES,YES,113048.79,NO
5301,France,Male,YES,NO,87372.49,NO
5302,France,Male,NO,YES,146651.99,NO
5303,Spain,Male,YES,YES,8227.91,NO
5304,Spain,Female,NO,NO,57034.35,NO
5305,France,Male,YES,NO,93003.21,NO
5306,France,Female,YES,YES,165574.54,YES
5307,France,Female,YES,NO,13566.48,YES
5308,Spain,Female,NO,NO,82796.29,NO
5309,Spain,Female,YES,NO,119830.08,NO
5310,Germany,Male,NO,NO,72155.85,YES
5311,France,Female,YES,NO,62762.12,NO
5312,Spain,Female,YES,NO,183235.33,NO
5313,France,Female,YES,YES,105206.48,NO
5314,Germany,Male,YES,NO,22512.44,YES
5315,France,Male,YES,YES,122305.91,NO
5316,Spain,Male,YES,NO,173617.09,NO
5317,France,Male,YES,NO,160670.37,NO
5318,Spain,Male,YES,NO,158958.9,NO
5319,Germany,Male,YES,NO,93073.04,NO
5320,Spain,Male,YES,NO,67238.01,NO
5321,France,Male,NO,NO,172576.56,NO
5322,France,Female,YES,YES,122580.48,NO
5323,France,Male,YES,YES,149043.78,NO
5324,Germany,Male,YES,YES,105218.45,NO
5325,France,Female,YES,YES,78463.99,YES
5326,Spain,Female,YES,YES,160849.43,YES
5327,Germany,Female,YES,NO,87834.24,NO
5328,Germany,Male,YES,NO,166317.71,NO
5329,France,Male,YES,YES,137309.06,NO
5330,France,Male,YES,YES,166984.44,NO
5331,Germany,Female,YES,NO,166996.46,YES
5332,Spain,Female,YES,NO,188022.44,NO
5333,Spain,Male,NO,NO,194467.23,NO
5334,Germany,Male,YES,YES,125449.47,NO
5335,France,Female,YES,NO,137452.57,NO
5336,France,Female,NO,YES,123475.88,YES
5337,Spain,Female,NO,NO,38941.44,YES
5338,Germany,Female,NO,NO,177852.57,YES
5339,Germany,Female,YES,YES,31532.96,YES
5340,Spain,Male,YES,NO,136377.21,NO
5341,France,Female,NO,NO,130541.1,NO
5342,Germany,Male,YES,YES,65636.92,NO
5343,France,Male,YES,NO,193305.35,NO
5344,France,Male,YES,NO,47307.9,NO
5345,France,Male,NO,NO,100809.99,NO
5346,France,Male,YES,NO,109145.2,NO
5347,Spain,Male,NO,YES,91167.19,YES
5348,Germany,Male,YES,NO,175295.89,YES
5349,Germany,Male,YES,YES,127433.47,NO
5350,France,Female,YES,YES,71167.17,YES
5351,Germany,Male,YES,YES,111184.67,NO
5352,France,Female,YES,YES,141756.32,NO
5353,Spain,Male,YES,NO,72678.75,YES
5354,France,Male,YES,YES,172832.9,NO
5355,France,Female,YES,NO,158086.33,NO
5356,Germany,Male,YES,YES,168184.62,YES
5357,Germany,Male,YES,YES,72950.14,NO
5358,France,Male,YES,NO,48378.4,NO
5359,Germany,Male,YES,YES,23135.65,YES
5360,France,Male,YES,NO,65675.47,NO
5361,France,Male,YES,NO,170676.67,NO
5362,Germany,Female,YES,YES,27366.77,NO
5363,Spain,Male,YES,YES,152479.64,YES
5364,Germany,Male,NO,YES,105383.49,NO
5365,Spain,Male,YES,YES,48189.94,NO
5366,Germany,Female,YES,YES,100324.01,NO
5367,France,Male,YES,YES,65657.29,NO
5368,France,Female,NO,NO,17682.02,YES
5369,Spain,Male,NO,NO,111342.66,YES
5370,France,Male,NO,YES,134158.09,YES
5371,France,Male,YES,NO,79176.09,YES
5372,Spain,Female,YES,YES,83103.46,NO
5373,Spain,Male,NO,YES,63908.86,NO
5374,Spain,Female,NO,YES,90896.04,NO
5375,Spain,Male,YES,YES,76076.2,NO
5376,Spain,Male,NO,YES,103902.11,NO
5377,France,Male,YES,YES,142223.94,NO
5378,Germany,Male,YES,NO,147533.09,NO
5379,France,Female,YES,YES,169156.64,NO
5380,Spain,Male,YES,NO,141242.57,NO
5381,Germany,Male,YES,YES,149458.73,NO
5382,France,Female,YES,YES,86950.72,NO
5383,France,Male,YES,YES,176925.69,NO
5384,Spain,Male,YES,NO,40357.39,NO
5385,Germany,Female,NO,YES,26687.22,YES
5386,France,Male,NO,NO,78702.98,YES
5387,Spain,Male,YES,NO,176163.74,NO
5388,Germany,Male,NO,NO,4896.11,YES
5389,France,Female,NO,NO,114899.13,NO
5390,France,Female,NO,NO,92220.12,YES
5391,Spain,Female,YES,NO,6251.3,NO
5392,Spain,Male,YES,NO,43018.82,YES
5393,France,Male,YES,YES,27548.06,NO
5394,Spain,Female,YES,YES,120454.2,NO
5395,Germany,Male,NO,YES,133961.19,NO
5396,France,Male,YES,YES,131753.97,NO
5397,France,Female,NO,NO,38019.74,NO
5398,Germany,Male,YES,YES,28144.07,YES
5399,Spain,Male,YES,YES,45959.86,NO
5400,France,Female,YES,NO,189528.72,NO
5401,France,Male,YES,NO,170481.98,NO
5402,France,Male,YES,NO,94845.45,NO
5403,Spain,Male,YES,YES,161253.08,NO
5404,France,Male,YES,YES,115260.72,NO
5405,Germany,Female,YES,YES,60721.4,NO
5406,France,Female,NO,NO,121365.45,NO
5407,France,Male,NO,YES,101693.73,NO
5408,Spain,Female,YES,YES,54132.93,NO
5409,Spain,Male,YES,YES,10666.05,NO
5410,France,Female,YES,NO,41227.67,NO
5411,France,Female,YES,NO,10712.82,NO
5412,France,Female,NO,NO,98912.69,YES
5413,France,Female,YES,NO,197202.48,NO
5414,France,Female,YES,NO,150720.39,NO
5415,France,Female,NO,YES,74780.13,NO
5416,France,Male,NO,YES,79377.45,NO
5417,France,Male,YES,YES,8763.87,NO
5418,Germany,Male,NO,YES,177112.7,NO
5419,Spain,Female,YES,YES,85016.64,YES
5420,France,Male,YES,YES,88689.4,NO
5421,France,Female,NO,NO,95985.64,NO
5422,France,Female,YES,YES,166792.71,NO
5423,France,Male,YES,YES,68730.91,NO
5424,Germany,Male,NO,NO,146891.07,YES
5425,Germany,Female,NO,NO,148727.42,NO
5426,Spain,Female,YES,NO,43134.58,NO
5427,Germany,Male,YES,YES,40318.33,NO
5428,France,Female,YES,NO,97633.93,NO
5429,France,Female,YES,NO,65069.03,NO
5430,France,Female,YES,NO,166335.0,NO
5431,France,Female,YES,NO,121904.44,NO
5432,Spain,Male,YES,YES,175235.99,NO
5433,France,Male,YES,NO,56185.05,NO
5434,Spain,Female,YES,NO,131625.14,NO
5435,France,Female,YES,NO,152323.04,NO
5436,France,Female,NO,NO,165840.94,NO
5437,Germany,Male,YES,YES,176692.65,NO
5438,France,Male,YES,NO,121904.14,NO
5439,Germany,Female,YES,NO,123663.63,NO
5440,Germany,Male,NO,NO,119644.59,YES
5441,France,Male,YES,NO,66825.33,NO
5442,Germany,Female,NO,NO,94875.03,YES
5443,Spain,Male,NO,YES,76304.73,NO
5444,France,Male,NO,YES,39755.0,NO
5445,France,Female,YES,YES,180142.42,NO
5446,France,Male,YES,NO,83238.4,NO
5447,Germany,Male,NO,YES,5078.9,NO
5448,Germany,Female,NO,YES,132424.69,YES
5449,France,Female,YES,YES,109057.56,NO
5450,France,Male,YES,NO,115676.61,NO
5451,France,Male,YES,NO,149401.33,NO
5452,France,Female,NO,NO,89891.4,YES
5453,France,Female,NO,NO,82500.84,NO
5454,France,Male,YES,NO,6416.92,NO
5455,Germany,Female,YES,NO,189428.75,YES
5456,Germany,Male,YES,NO,178833.34,NO
5457,Germany,Male,YES,YES,42766.03,NO
5458,Spain,Male,YES,NO,90883.12,NO
5459,Spain,Female,YES,NO,80619.09,NO
5460,Germany,Male,NO,YES,120646.4,NO
5461,Spain,Male,NO,NO,41409.36,NO
5462,France,Female,NO,NO,112317.89,NO
5463,France,Female,NO,NO,152128.36,NO
5464,France,Female,NO,YES,177670.57,NO
5465,Germany,Female,YES,NO,189159.97,NO
5466,Germany,Male,NO,YES,159403.68,NO
5467,Spain,Male,YES,YES,149536.15,NO
5468,France,Male,YES,YES,155492.87,NO
5469,France,Male,NO,NO,24847.02,NO
5470,France,Male,YES,YES,115387.4,NO
5471,Germany,Female,YES,NO,171971.25,YES
5472,Germany,Male,NO,YES,126106.4,NO
5473,Germany,Female,YES,YES,28228.35,NO
5474,France,Female,YES,NO,138113.71,NO
5475,Germany,Male,YES,YES,43018.98,NO
5476,Spain,Male,YES,NO,83611.45,YES
5477,France,Female,YES,YES,118863.38,NO
5478,Germany,Male,YES,YES,91947.74,NO
5479,Spain,Male,NO,NO,94488.82,NO
5480,Germany,Female,NO,NO,47058.21,NO
5481,Germany,Female,NO,YES,44719.5,YES
5482,Spain,Male,YES,NO,174478.54,NO
5483,Spain,Male,NO,NO,45611.51,NO
5484,Germany,Male,NO,NO,73853.94,YES
5485,Spain,Male,YES,YES,196517.43,NO
5486,Spain,Female,NO,YES,92914.67,NO
5487,France,Male,YES,YES,31372.91,NO
5488,France,Female,YES,YES,109733.73,NO
5489,France,Male,NO,YES,36083.96,NO
5490,Spain,Female,NO,YES,188435.38,NO
5491,Germany,Female,YES,YES,169963.2,YES
5492,France,Male,YES,YES,69320.97,NO
5493,France,Male,YES,NO,36145.53,NO
5494,Spain,Female,NO,NO,137702.01,YES
5495,France,Male,YES,NO,71594.26,NO
5496,France,Female,NO,YES,65565.92,NO
5497,Spain,Female,NO,NO,101828.39,NO
5498,France,Male,NO,NO,39546.32,NO
5499,Germany,Female,YES,YES,110805.79,NO
5500,France,Male,YES,YES,2168.13,NO
5501,France,Female,YES,NO,190067.12,NO
5502,Spain,Female,YES,YES,77789.01,NO
5503,Spain,Male,YES,YES,127654.37,NO
5504,France,Male,NO,NO,79602.86,NO
5505,France,Female,YES,YES,80619.17,NO
5506,Spain,Male,NO,YES,160346.3,NO
5507,Spain,Female,YES,NO,109638.78,YES
5508,France,Female,YES,YES,1276.87,NO
5509,France,Male,YES,NO,49374.82,NO
5510,Germany,Female,YES,NO,31580.8,YES
5511,Germany,Male,YES,NO,20560.69,NO
5512,France,Male,NO,YES,84584.69,NO
5513,France,Female,NO,YES,15246.83,NO
5514,France,Male,YES,NO,32607.77,YES
5515,Germany,Female,YES,YES,155846.69,NO
5516,France,Male,YES,YES,3232.82,NO
5517,France,Male,YES,NO,177668.55,NO
5518,France,Male,NO,NO,134441.6,NO
5519,France,Male,YES,NO,111032.79,YES
5520,France,Female,YES,YES,45214.04,NO
5521,France,Male,YES,NO,67208.3,NO
5522,France,Female,YES,NO,80985.88,NO
5523,France,Male,YES,YES,167573.06,NO
5524,France,Female,NO,YES,160110.65,NO
5525,France,Male,YES,YES,127825.25,NO
5526,Germany,Male,YES,YES,123535.05,NO
5527,France,Male,YES,YES,41595.3,NO
5528,France,Male,NO,YES,97628.08,NO
5529,France,Male,YES,NO,91359.79,NO
5530,France,Male,YES,YES,97755.29,NO
5531,France,Female,NO,NO,182528.44,NO
5532,France,Male,YES,YES,142956.48,NO
5533,Spain,Male,YES,NO,10789.3,NO
5534,France,Female,NO,YES,130461.09,NO
5535,Germany,Female,YES,NO,190994.48,YES
5536,Spain,Male,YES,YES,159463.8,NO
5537,Germany,Female,YES,YES,57589.29,NO
5538,Germany,Female,NO,NO,40437.67,NO
5539,Spain,Male,NO,NO,56459.45,NO
5540,France,Male,YES,NO,39920.0,YES
5541,Spain,Male,NO,YES,148798.45,NO
5542,France,Female,YES,YES,63737.19,YES
5543,France,Male,YES,YES,154997.64,NO
5544,France,Male,YES,NO,34777.23,NO
5545,Germany,Male,NO,NO,93718.16,NO
5546,France,Male,YES,NO,133112.41,NO
5547,France,Male,YES,NO,175479.92,YES
5548,France,Male,YES,NO,96.27,NO
5549,Spain,Male,YES,NO,30804.68,NO
5550,France,Female,NO,YES,197193.49,NO
5551,Germany,Female,YES,NO,96792.15,NO
5552,France,Male,YES,NO,132719.8,NO
5553,Germany,Male,YES,YES,112157.31,NO
5554,Spain,Male,YES,YES,38015.34,NO
5555,Spain,Female,YES,YES,164018.98,NO
5556,France,Male,YES,NO,46774.94,NO
5557,Germany,Female,YES,YES,189664.43,NO
5558,Germany,Male,YES,YES,26106.39,YES
5559,Germany,Male,YES,NO,191535.11,YES
5560,France,Male,YES,NO,158937.55,NO
5561,Spain,Female,YES,YES,25222.6,YES
5562,Spain,Male,YES,YES,29296.74,NO
5563,Spain,Male,YES,NO,54394.28,NO
5564,Spain,Male,YES,NO,9234.06,NO
5565,Germany,Male,NO,YES,26796.73,NO
5566,Germany,Male,NO,YES,11796.89,NO
5567,Germany,Male,YES,YES,128461.29,NO
5568,France,Male,YES,YES,14278.18,NO
5569,France,Male,YES,NO,46811.77,NO
5570,Germany,Male,YES,NO,109393.19,YES
